"Account Name","Environment","Cloud Provider","Cloud Provider Identifier","Service","Rule ID","Rule Title","Check Status","Risk Level","Message","Region","Categories","Resource","Provider Resource ID","Tags","Failure Discovery Date","Failure Resolved Date","Last Updated Date","Rule Release Date","Rule Update Date","Resolution Page"
"ENT-PROD","Production","aws","557412189607","EC2","EC2-033","Unrestricted Security Group Egress","FAILURE","Medium","Security group Encrypted eks cluster communication contains 0.0.0.0/0 or ::/0","ca-central-1","security","sg-0cc426a253c55beb3","","AWS_Solutions=LandingZoneStackSet, aws:cloudformation:stack-name=StackSet-AWS-Landing-Zone-Baseline-RogersVPC-aa30c73a-457e-4a6d-82aa-acd90bf65055, aws:cloudformation:stack-id=arn:aws:cloudformation:ca-central-1:557412189607:stack/StackSet-AWS-Landing-Zone-Baseline-RogersVPC-aa30c73a-457e-4a6d-82aa-acd90bf65055/1184bb70-07c3-11ea-8c6c-022b159b6fd6, aws:cloudformation:logical-id=EKSControlPlaneSecurityGroup","2021-01-10T06:16:45.654Z","","","2017-01-01","2018-11-19","https://www.cloudconformity.com/knowledge-base/aws/EC2/security-group-egress-any.html#x43wd89Jv"
"ENT-PROD","Production","aws","557412189607","EC2","EC2-065","Unrestricted HTTPS Access","FAILURE","Medium","Security group ENT-PRD-APP-BITBUCKET allows ingress from 0.0.0.0/0 or ::/0 to port 443","ca-central-1","security","sg-0ae68a79aef979a41","","Name=ENT-PRD-APP-BITBUCKET","2020-12-24T06:13:54.718Z","","","2018-12-06","2020-09-21","https://www.cloudconformity.com/knowledge-base/aws/EC2/unrestricted-https-access.html#x43wd89Jv"
"ENT-PROD","Production","aws","557412189607","EC2","EC2-034","Unrestricted Security Group Ingress","FAILURE","Medium","Security group ENT-PRD-APP-BITBUCKET allows unrestricted access to uncommon ports","ca-central-1","security","sg-0ae68a79aef979a41","","Name=ENT-PRD-APP-BITBUCKET","2021-01-10T06:16:45.654Z","","","2017-01-01","2018-11-19","https://www.cloudconformity.com/knowledge-base/aws/EC2/security-group-ingress-any.html#x43wd89Jv"
"ENT-PROD","Production","aws","557412189607","EC2","EC2-033","Unrestricted Security Group Egress","FAILURE","Medium","Security group ENT-PRD-APP-BITBUCKET contains 0.0.0.0/0 or ::/0","ca-central-1","security","sg-0ae68a79aef979a41","","Name=ENT-PRD-APP-BITBUCKET","2021-01-10T06:16:45.654Z","","","2017-01-01","2018-11-19","https://www.cloudconformity.com/knowledge-base/aws/EC2/security-group-egress-any.html#x43wd89Jv"
"ENT-PROD","Production","aws","557412189607","EC2","EC2-033","Unrestricted Security Group Egress","FAILURE","Medium","Security group ENT-PRD-APP-JIRAEC2ACCESS contains 0.0.0.0/0 or ::/0","ca-central-1","security","sg-060f3c4b76b4fec1c","","Name=ENT-PRD-APP-JIRAEC2ACCESS","2021-01-10T06:16:45.654Z","","","2017-01-01","2018-11-19","https://www.cloudconformity.com/knowledge-base/aws/EC2/security-group-egress-any.html#x43wd89Jv"
"ENT-PROD","Production","aws","557412189607","EC2","EC2-001","Security Group Port Range","FAILURE","Medium","Security group ENT-PRD-APP-JIRAEC2ACCESS opens range of ports","ca-central-1","security","sg-060f3c4b76b4fec1c","","Name=ENT-PRD-APP-JIRAEC2ACCESS","2021-01-10T06:16:45.654Z","","","2017-01-01","","https://www.cloudconformity.com/knowledge-base/aws/EC2/security-group-port-range.html#x43wd89Jv"
"ENT-PROD","Production","aws","557412189607","EC2","EC2-033","Unrestricted Security Group Egress","FAILURE","Medium","Security group ENT-PRD-APP-JIRAEFSACCESS contains 0.0.0.0/0 or ::/0","ca-central-1","security","sg-08c3a25c5b1d8b976","","Name=ENT-PRD-APP-JIRAEFSACCESS","2021-01-10T06:16:45.654Z","","","2017-01-01","2018-11-19","https://www.cloudconformity.com/knowledge-base/aws/EC2/security-group-egress-any.html#x43wd89Jv"
"ENT-PROD","Production","aws","557412189607","EC2","EC2-033","Unrestricted Security Group Egress","FAILURE","Medium","Security group ENT-PRD-DB-JIRADBACCESS contains 0.0.0.0/0 or ::/0","ca-central-1","security","sg-06240c0d332b94c7b","","Name=ENT-PRD-DB-JIRADBACCESS","2020-12-14T06:48:28.938Z","","","2017-01-01","2018-11-19","https://www.cloudconformity.com/knowledge-base/aws/EC2/security-group-egress-any.html#x43wd89Jv"
"ENT-PROD","Production","aws","557412189607","EC2","EC2-033","Unrestricted Security Group Egress","FAILURE","Medium","Security group FMManagedSecurityGroup612f0eb9-b57f-4ba3-8ae7-eb6873115b0e-sg-0dc4783944c37ee90-vpc-0739a5d421f3947ae contains 0.0.0.0/0 or ::/0","ca-central-1","security","sg-0ec21ee580467b41a","","fms-policy-name=icsu-forensic-sg-policy, FMManaged=612f0eb9-b57f-4ba3-8ae7-eb6873115b0e","2020-04-27T15:23:07.747Z","","2020-04-27T15:22:54.000Z","2017-01-01","2018-11-19","https://www.cloudconformity.com/knowledge-base/aws/EC2/security-group-egress-any.html#x43wd89Jv"
"ENT-PROD","Production","aws","557412189607","EC2","EC2-033","Unrestricted Security Group Egress","FAILURE","Medium","Security group FMManagedSecurityGroup8558c290-1b5a-43c8-bf0d-185398684f81-sg-0efd907e52cfff958-vpc-0739a5d421f3947ae contains 0.0.0.0/0 or ::/0","ca-central-1","security","sg-0962da559782350d2","","FMManaged=8558c290-1b5a-43c8-bf0d-185398684f81, fms-policy-name=allow-from-akamai-sg","2020-04-17T19:51:56.587Z","","2020-04-17T19:51:49.000Z","2017-01-01","2018-11-19","https://www.cloudconformity.com/knowledge-base/aws/EC2/security-group-egress-any.html#x43wd89Jv"
"ENT-PROD","Production","aws","557412189607","EC2","EC2-033","Unrestricted Security Group Egress","FAILURE","Medium","Security group FMManagedSecurityGroup92f96f17-60a3-4397-bd49-97a0145090e8-sg-0fb73c8cf81e3ac29-vpc-0739a5d421f3947ae contains 0.0.0.0/0 or ::/0","ca-central-1","security","sg-0dccb8cd05a9b4739","","fms-policy-name=ISCU-Isolation_Security_Group, FMManaged=92f96f17-60a3-4397-bd49-97a0145090e8","2020-05-13T17:42:44.130Z","","2020-05-11T17:58:11.000Z","2017-01-01","2018-11-19","https://www.cloudconformity.com/knowledge-base/aws/EC2/security-group-egress-any.html#x43wd89Jv"
"ENT-PROD","Production","aws","557412189607","EC2","EC2-033","Unrestricted Security Group Egress","FAILURE","Medium","Security group SC-557412189607-pp-jttdamxi6cg5k-AkamaiSiteShieldGTMSecurityGroup-V158KZ99MLML contains 0.0.0.0/0 or ::/0","ca-central-1","security","sg-0a1e0bb232e1949bc","","aws:servicecatalog:provisionedProductArn=arn:aws:servicecatalog:ca-central-1:557412189607:stack/JiraConfluenceALB/pp-jttdamxi6cg5k, aws:servicecatalog:productArn=arn:aws:catalog:ca-central-1:520499752651:product/prod-zk3vrvrydz7og, aws:cloudformation:logical-id=AkamaiSiteShieldGTMSecurityGroup, aws:cloudformation:stack-id=arn:aws:cloudformation:ca-central-1:557412189607:stack/SC-557412189607-pp-jttdamxi6cg5k/89225af0-1d0a-11ea-9930-02542f7d6980, aws:cloudformation:stack-name=SC-557412189607-pp-jttdamxi6cg5k, aws:servicecatalog:provisioningArtifactIdentifier=pa-duiqdm6sfl25o, aws:servicecatalog:portfolioArn=arn:aws:catalog:ca-central-1:557412189607:portfolio/port-3uuqzf7fys3tu, aws:servicecatalog:provisioningPrincipalArn=arn:aws:sts=557412189607:assumed-role/Administrator/Balaji.Yuvaraj@rci.rogers.ca","2020-12-14T06:48:28.938Z","","","2017-01-01","2018-11-19","https://www.cloudconformity.com/knowledge-base/aws/EC2/security-group-egress-any.html#x43wd89Jv"
"ENT-PROD","Production","aws","557412189607","EC2","EC2-033","Unrestricted Security Group Egress","FAILURE","Medium","Security group SC-557412189607-pp-jttdamxi6cg5k-AkamaiSiteShieldSecurityGroup-10OB1M1T12JL3 contains 0.0.0.0/0 or ::/0","ca-central-1","security","sg-0373f15d0711325ba","","aws:cloudformation:stack-name=SC-557412189607-pp-jttdamxi6cg5k, aws:servicecatalog:provisioningArtifactIdentifier=pa-duiqdm6sfl25o, aws:cloudformation:logical-id=AkamaiSiteShieldSecurityGroup, aws:servicecatalog:portfolioArn=arn:aws:catalog:ca-central-1:557412189607:portfolio/port-3uuqzf7fys3tu, aws:servicecatalog:provisionedProductArn=arn:aws:servicecatalog:ca-central-1:557412189607:stack/JiraConfluenceALB/pp-jttdamxi6cg5k, aws:cloudformation:stack-id=arn:aws:cloudformation:ca-central-1:557412189607:stack/SC-557412189607-pp-jttdamxi6cg5k/89225af0-1d0a-11ea-9930-02542f7d6980, aws:servicecatalog:productArn=arn:aws:catalog:ca-central-1:520499752651:product/prod-zk3vrvrydz7og, aws:servicecatalog:provisioningPrincipalArn=arn:aws:sts=557412189607:assumed-role/Administrator/Balaji.Yuvaraj@rci.rogers.ca","2020-12-14T06:48:28.938Z","","","2017-01-01","2018-11-19","https://www.cloudconformity.com/knowledge-base/aws/EC2/security-group-egress-any.html#x43wd89Jv"
"ENT-PROD","Production","aws","557412189607","EC2","EC2-033","Unrestricted Security Group Egress","FAILURE","Medium","Security group SC-557412189607-pp-jttdamxi6cg5k-AkamaiSiteShieldStagingSecurityGroup-EUUFJSFODA2D contains 0.0.0.0/0 or ::/0","ca-central-1","security","sg-0a99af42c05011761","","aws:cloudformation:stack-id=arn:aws:cloudformation:ca-central-1:557412189607:stack/SC-557412189607-pp-jttdamxi6cg5k/89225af0-1d0a-11ea-9930-02542f7d6980, aws:servicecatalog:provisionedProductArn=arn:aws:servicecatalog:ca-central-1:557412189607:stack/JiraConfluenceALB/pp-jttdamxi6cg5k, aws:servicecatalog:portfolioArn=arn:aws:catalog:ca-central-1:557412189607:portfolio/port-3uuqzf7fys3tu, aws:servicecatalog:provisioningArtifactIdentifier=pa-duiqdm6sfl25o, aws:cloudformation:stack-name=SC-557412189607-pp-jttdamxi6cg5k, aws:cloudformation:logical-id=AkamaiSiteShieldStagingSecurityGroup, aws:servicecatalog:productArn=arn:aws:catalog:ca-central-1:520499752651:product/prod-zk3vrvrydz7og, aws:servicecatalog:provisioningPrincipalArn=arn:aws:sts=557412189607:assumed-role/Administrator/Balaji.Yuvaraj@rci.rogers.ca","2021-01-10T06:16:45.654Z","","","2017-01-01","2018-11-19","https://www.cloudconformity.com/knowledge-base/aws/EC2/security-group-egress-any.html#x43wd89Jv"
"ENT-PROD","Production","aws","557412189607","EC2","EC2-033","Unrestricted Security Group Egress","FAILURE","Medium","Security group SC-557412189607-pp-jttdamxi6cg5k-EC2InternetFacingALBSecurityGroup-K31U8SNC9GWP contains 0.0.0.0/0 or ::/0","ca-central-1","security","sg-0de1ff7bcb85673e5","","aws:cloudformation:stack-name=SC-557412189607-pp-jttdamxi6cg5k, aws:servicecatalog:provisioningArtifactIdentifier=pa-duiqdm6sfl25o, aws:servicecatalog:provisioningPrincipalArn=arn:aws:sts=557412189607:assumed-role/Administrator/Balaji.Yuvaraj@rci.rogers.ca, aws:servicecatalog:portfolioArn=arn:aws:catalog:ca-central-1:557412189607:portfolio/port-3uuqzf7fys3tu, aws:servicecatalog:provisionedProductArn=arn:aws:servicecatalog:ca-central-1:557412189607:stack/JiraConfluenceALB/pp-jttdamxi6cg5k, aws:cloudformation:stack-id=arn:aws:cloudformation:ca-central-1:557412189607:stack/SC-557412189607-pp-jttdamxi6cg5k/89225af0-1d0a-11ea-9930-02542f7d6980, aws:servicecatalog:productArn=arn:aws:catalog:ca-central-1:520499752651:product/prod-zk3vrvrydz7og, aws:cloudformation:logical-id=EC2InternetFacingALBSecurityGroup","2020-12-14T06:48:28.938Z","","","2017-01-01","2018-11-19","https://www.cloudconformity.com/knowledge-base/aws/EC2/security-group-egress-any.html#x43wd89Jv"
"ENT-PROD","Production","aws","557412189607","EC2","EC2-059","Descriptions for Security Group Rules","FAILURE","Low","Security group sg-00db81a00ad11896c has 5 rules without description","ca-central-1","security, operational-excellence","sg-00db81a00ad11896c","","aws:cloudformation:stack-id=arn:aws:cloudformation:ca-central-1:557412189607:stack/StackSet-AWS-Landing-Zone-Baseline-RogersVPC-aa30c73a-457e-4a6d-82aa-acd90bf65055/1184bb70-07c3-11ea-8c6c-022b159b6fd6, AWS_Solutions=LandingZoneStackSet, aws:cloudformation:stack-name=StackSet-AWS-Landing-Zone-Baseline-RogersVPC-aa30c73a-457e-4a6d-82aa-acd90bf65055, aws:cloudformation:logical-id=OnPremSecurityGroup","2020-11-28T06:30:12.476Z","","","2017-01-01","","https://www.cloudconformity.com/knowledge-base/aws/EC2/security-group-rules-description.html#x43wd89Jv"
"ENT-PROD","Production","aws","557412189607","EC2","EC2-059","Descriptions for Security Group Rules","FAILURE","Low","Security group sg-01104ed3db024ad9c has 1 rules without description","ca-central-1","security, operational-excellence","sg-01104ed3db024ad9c","","aws:cloudformation:stack-id=arn:aws:cloudformation:ca-central-1:557412189607:stack/StackSet-AWS-Landing-Zone-Baseline-RogersVPC-aa30c73a-457e-4a6d-82aa-acd90bf65055/1184bb70-07c3-11ea-8c6c-022b159b6fd6, AWS_Solutions=LandingZoneStackSet, aws:cloudformation:stack-name=StackSet-AWS-Landing-Zone-Baseline-RogersVPC-aa30c73a-457e-4a6d-82aa-acd90bf65055, aws:cloudformation:logical-id=NoIngressSG","2020-11-28T06:30:12.476Z","","","2017-01-01","","https://www.cloudconformity.com/knowledge-base/aws/EC2/security-group-rules-description.html#x43wd89Jv"
"ENT-PROD","Production","aws","557412189607","EC2","EC2-032","SecurityGroup RFC 1918","FAILURE","Medium","Security group sg-016ca33f7e029745b contains RFC 1918 CIDRs","ca-central-1","security","sg-016ca33f7e029745b","","aws:cloudformation:stack-id=arn:aws:cloudformation:ca-central-1:557412189607:stack/StackSet-AWS-Landing-Zone-Baseline-RogersVPC-aa30c73a-457e-4a6d-82aa-acd90bf65055/1184bb70-07c3-11ea-8c6c-022b159b6fd6, AWS_Solutions=LandingZoneStackSet, aws:cloudformation:stack-name=StackSet-AWS-Landing-Zone-Baseline-RogersVPC-aa30c73a-457e-4a6d-82aa-acd90bf65055, aws:cloudformation:logical-id=AllowAkamaiSecurityGroup","2021-01-10T06:16:45.654Z","","","2017-01-01","","https://www.cloudconformity.com/knowledge-base/aws/EC2/security-group-rfc1918.html#x43wd89Jv"
"ENT-PROD","Production","aws","557412189607","EC2","EC2-059","Descriptions for Security Group Rules","FAILURE","Low","Security group sg-016ca33f7e029745b has 48 rules without description","ca-central-1","security, operational-excellence","sg-016ca33f7e029745b","","aws:cloudformation:stack-id=arn:aws:cloudformation:ca-central-1:557412189607:stack/StackSet-AWS-Landing-Zone-Baseline-RogersVPC-aa30c73a-457e-4a6d-82aa-acd90bf65055/1184bb70-07c3-11ea-8c6c-022b159b6fd6, AWS_Solutions=LandingZoneStackSet, aws:cloudformation:stack-name=StackSet-AWS-Landing-Zone-Baseline-RogersVPC-aa30c73a-457e-4a6d-82aa-acd90bf65055, aws:cloudformation:logical-id=AllowAkamaiSecurityGroup","2021-01-10T06:16:45.654Z","","","2017-01-01","","https://www.cloudconformity.com/knowledge-base/aws/EC2/security-group-rules-description.html#x43wd89Jv"
"ENT-PROD","Production","aws","557412189607","EC2","EC2-059","Descriptions for Security Group Rules","FAILURE","Low","Security group sg-0373f15d0711325ba has 18 rules without description","ca-central-1","security, operational-excellence","sg-0373f15d0711325ba","","aws:cloudformation:stack-name=SC-557412189607-pp-jttdamxi6cg5k, aws:servicecatalog:provisioningArtifactIdentifier=pa-duiqdm6sfl25o, aws:cloudformation:logical-id=AkamaiSiteShieldSecurityGroup, aws:servicecatalog:portfolioArn=arn:aws:catalog:ca-central-1:557412189607:portfolio/port-3uuqzf7fys3tu, aws:servicecatalog:provisionedProductArn=arn:aws:servicecatalog:ca-central-1:557412189607:stack/JiraConfluenceALB/pp-jttdamxi6cg5k, aws:cloudformation:stack-id=arn:aws:cloudformation:ca-central-1:557412189607:stack/SC-557412189607-pp-jttdamxi6cg5k/89225af0-1d0a-11ea-9930-02542f7d6980, aws:servicecatalog:productArn=arn:aws:catalog:ca-central-1:520499752651:product/prod-zk3vrvrydz7og, aws:servicecatalog:provisioningPrincipalArn=arn:aws:sts=557412189607:assumed-role/Administrator/Balaji.Yuvaraj@rci.rogers.ca","2020-12-14T06:48:28.938Z","","","2017-01-01","","https://www.cloudconformity.com/knowledge-base/aws/EC2/security-group-rules-description.html#x43wd89Jv"
"ENT-PROD","Production","aws","557412189607","EC2","EC2-059","Descriptions for Security Group Rules","FAILURE","Low","Security group sg-05d599017138757ee has 1 rules without description","ca-central-1","security, operational-excellence","sg-05d599017138757ee","","AWS_Solutions=LandingZoneStackSet, aws:cloudformation:stack-name=StackSet-AWS-Landing-Zone-Baseline-RogersVPC-aa30c73a-457e-4a6d-82aa-acd90bf65055, aws:cloudformation:logical-id=AllowLambdaSecurityGroup, aws:cloudformation:stack-id=arn:aws:cloudformation:ca-central-1:557412189607:stack/StackSet-AWS-Landing-Zone-Baseline-RogersVPC-aa30c73a-457e-4a6d-82aa-acd90bf65055/1184bb70-07c3-11ea-8c6c-022b159b6fd6","2020-03-20T21:43:13.562Z","","2020-03-20T21:42:56.000Z","2017-01-01","","https://www.cloudconformity.com/knowledge-base/aws/EC2/security-group-rules-description.html#x43wd89Jv"
"ENT-PROD","Production","aws","557412189607","EC2","EC2-032","SecurityGroup RFC 1918","FAILURE","Medium","Security group sg-060f3c4b76b4fec1c contains RFC 1918 CIDRs","ca-central-1","security","sg-060f3c4b76b4fec1c","","Name=ENT-PRD-APP-JIRAEC2ACCESS","2021-01-10T06:16:45.654Z","","","2017-01-01","","https://www.cloudconformity.com/knowledge-base/aws/EC2/security-group-rfc1918.html#x43wd89Jv"
"ENT-PROD","Production","aws","557412189607","EC2","EC2-059","Descriptions for Security Group Rules","FAILURE","Low","Security group sg-060f3c4b76b4fec1c has 1 rules without description","ca-central-1","security, operational-excellence","sg-060f3c4b76b4fec1c","","Name=ENT-PRD-APP-JIRAEC2ACCESS","2021-01-10T06:16:45.654Z","","","2017-01-01","","https://www.cloudconformity.com/knowledge-base/aws/EC2/security-group-rules-description.html#x43wd89Jv"
"ENT-PROD","Production","aws","557412189607","EC2","EC2-059","Descriptions for Security Group Rules","FAILURE","Low","Security group sg-06240c0d332b94c7b has 1 rules without description","ca-central-1","security, operational-excellence","sg-06240c0d332b94c7b","","Name=ENT-PRD-DB-JIRADBACCESS","2020-12-14T06:48:28.938Z","","","2017-01-01","","https://www.cloudconformity.com/knowledge-base/aws/EC2/security-group-rules-description.html#x43wd89Jv"
